#{"t_start": 1620543573.5202878, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
17.0,807,22.133874
60.0,440,34.060618
0.0,1,34.077474
46.0,413,46.189317
30.0,214,53.438635
46.0,242,61.031423
0.0,1,61.047431
52.0,240,68.754674
60.0,246,76.639079
61.0,217,84.131532
0.0,1,84.149927
43.0,244,90.714726
8.0,197,97.691442
52.0,231,105.359012
57.0,211,111.239049
9.0,210,118.810785
46.0,213,128.738514
46.0,195,135.819983
50.0,241,143.966081
60.0,241,152.001419
0.0,1,152.014481
0.0,1,152.037944
30.0,236,160.000655
25.0,134,164.486587
61.0,222,172.101591
65.0,223,178.122103
27.0,130,182.258013
-4.0,472,197.785134
0.0,1,197.806729
37.0,221,205.215196
70.0,239,212.862232
0.0,1,212.881332
35.0,206,218.338532
65.0,220,225.532362
54.0,219,232.616858
-14.0,222,239.453123
64.0,235,245.045047
71.0,236,252.138489
25.0,789,274.179316
0.0,1,274.202431
26.0,431,287.381248
52.0,201,292.474365
10.0,254,299.739564
68.0,216,306.273348
52.0,232,313.055936
57.0,237,320.11495
3.0,112,323.506742
0.0,1,323.528467
45.0,241,329.510115
0.0,1,329.517968
51.0,213,336.579792
6.0,266,344.620072
60.0,221,351.632898
0.0,1,351.646696
0.0,1,351.66624
0.0,1,351.697253
8.0,210,358.548112
0.0,1,358.562492
0.0,1,358.581567
67.0,251,367.230754
12.0,842,391.039107
68.0,711,412.576123
67.0,240,419.709482
