#{"t_start": 1620543573.6018429, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
10.0,919,25.371189
42.0,696,45.212688
50.0,256,53.282652
50.0,254,61.095751
52.0,233,68.67719
14.0,219,75.996008
0.0,1,76.010531
43.0,241,83.991352
0.0,1,84.016464
0.0,1,84.037877
56.0,236,90.453873
37.0,207,97.637866
73.0,211,104.876694
26.0,224,111.031189
42.0,222,118.860088
66.0,207,128.66252
56.0,230,137.963629
2.0,214,144.042968
0.0,1,144.067266
0.0,1,144.082139
0.0,1,144.093134
34.0,141,148.512353
0.0,215,156.146351
0.0,1,156.164413
5.0,181,161.475083
22.0,189,168.485182
8.0,129,172.650557
75.0,221,180.122101
31.0,182,185.418447
0.0,1,185.433083
0.0,1,185.462896
-4.0,154,190.098898
17.0,239,197.805362
-2.0,283,206.418761
42.0,248,214.168852
48.0,243,221.906763
21.0,196,228.614223
0.0,1,228.635191
66.0,237,235.937253
37.0,202,240.882915
74.0,224,247.703514
25.0,232,254.72904
62.0,221,259.809773
-6.0,938,287.460651
72.0,224,294.454539
81.0,679,313.132546
50.0,230,320.083147
51.0,219,325.449131
75.0,220,332.561924
64.0,234,340.098562
33.0,205,346.851765
49.0,892,372.748764
47.0,841,398.546701
69.0,219,405.369901
20.0,897,431.345409
