#{"t_start": 1620543573.9527733, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
37.0,775,21.231651
43.0,556,36.748522
5.0,220,43.665729
49.0,248,51.47125
51.0,243,57.705039
53.0,228,64.996638
59.0,232,72.637706
11.0,213,79.915862
67.0,218,86.023351
30.0,221,93.534346
30.0,251,101.654705
0.0,1,101.663716
0.0,1,101.698754
57.0,238,109.534877
64.0,237,117.686918
54.0,230,127.967586
39.0,230,135.771991
0.0,1,135.788274
-5.0,151,142.034351
2.0,126,146.132631
0.0,1,146.158079
43.0,234,152.660607
60.0,232,160.535835
59.0,225,168.354129
0.0,1,168.369771
58.0,222,175.870723
47.0,237,183.719591
0.0,1,183.737511
1.0,168,188.728743
56.0,224,196.199169
-1.0,128,200.205552
0.0,1,200.218057
42.0,237,207.908444
0.0,1,207.923608
0.0,1,207.942795
56.0,211,213.518961
57.0,234,221.088373
62.0,256,228.913426
19.0,1107,261.364016
2.0,913,287.114054
-1.0,204,292.280217
50.0,170,298.115724
48.0,187,302.711082
76.0,225,309.340363
22.0,202,315.731926
55.0,219,320.999424
4.0,31,321.516749
18.0,920,350.720135
60.0,238,358.061924
