#{"t_start": 1620543573.764293, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
17.0,812,21.967986
0.0,1,21.977744
51.0,256,29.382169
27.0,184,33.916913
57.0,222,41.039714
59.0,230,48.328078
48.0,210,53.985229
2.0,206,60.861871
59.0,240,68.581761
6.0,182,73.6253
2.0,168,80.022535
58.0,239,87.99646
1.0,93,89.977126
45.0,241,97.927841
3.0,220,105.320407
64.0,225,112.947674
1.0,18,113.368064
0.0,1,113.381557
60.0,241,122.352023
68.0,226,130.780143
59.0,241,139.891032
48.0,241,147.935754
54.0,213,155.560893
0.0,1,155.595048
0.0,1,155.602519
0.0,1,155.634236
23.0,225,163.4286
60.0,227,169.657417
34.0,229,177.30187
76.0,214,184.696244
50.0,232,192.456784
35.0,218,198.209172
52.0,233,205.855093
57.0,222,213.136128
0.0,1,213.155116
20.0,1150,247.555596
0.0,1,247.564806
11.0,839,270.594842
59.0,197,276.899596
0.0,1,276.915275
25.0,1118,309.188483
81.0,231,316.065695
19.0,871,341.113109
58.0,233,348.385965
