#{"t_start": 1620543574.2667766, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
39.0,748,19.073944
30.0,259,26.330576
10.0,219,32.955073
62.0,241,40.412239
-3.0,150,44.586634
41.0,252,52.578878
-2.0,48,53.531395
76.0,222,60.697599
59.0,437,75.304839
68.0,230,81.576471
48.0,247,89.703326
63.0,222,97.215293
75.0,228,104.805506
4.0,227,112.467646
75.0,226,118.977461
6.0,178,128.119425
59.0,225,137.320192
48.0,241,143.934005
0.0,205,151.249218
-7.0,186,156.694278
53.0,231,164.693165
52.0,253,172.900527
0.0,1,172.91631
21.0,215,180.230838
70.0,218,187.777758
45.0,217,193.667231
63.0,235,201.178837
1.0,1,201.196338
34.0,217,208.562093
2.0,164,213.185878
11.0,221,220.503122
71.0,249,228.203432
67.0,234,235.453994
22.0,900,261.156196
-5.0,979,288.086213
25.0,979,316.509215
0.0,1,316.517583
14.0,200,322.922524
0.0,1,322.94785
0.0,1,322.968512
45.0,218,328.512703
53.0,233,335.959492
17.0,233,343.354678
38.0,242,350.783153
