#{"t_start": 1620543573.9524605, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
19.0,849,22.377674
25.0,236,29.470849
3.0,198,35.889029
60.0,219,41.347247
0.0,1,41.364164
-2.0,216,48.42366
60.0,237,56.117348
42.0,224,63.224423
0.0,1,63.233907
0.0,1,63.258098
49.0,221,69.225605
36.0,213,76.463207
58.0,226,84.160329
51.0,207,89.928508
35.0,193,96.818653
41.0,216,104.183392
59.0,207,109.97978
61.0,233,118.023644
2.0,237,128.455949
66.0,208,135.795253
68.0,220,143.513941
42.0,238,151.484483
-2.0,33,152.206563
0.0,227,159.968598
14.0,213,167.545245
6.0,212,173.437408
0.0,1,173.457906
67.0,229,181.076668
53.0,233,188.894888
77.0,222,196.3079
47.0,234,203.947981
60.0,237,210.096952
61.0,231,217.520308
0.0,1,217.528637
49.0,241,225.167815
47.0,241,232.634024
62.0,228,239.576901
37.0,231,246.516122
69.0,227,252.026974
57.0,229,258.732646
49.0,254,265.940466
46.0,749,287.45629
57.0,225,294.498381
44.0,231,301.317037
1.0,6,301.419196
48.0,210,306.327627
66.0,667,325.239742
47.0,241,332.768931
64.0,239,340.380313
0.0,1,340.402437
-9.0,63,343.033038
56.0,238,350.421837
63.0,242,356.32138
