#{"t_start": 1620543573.5935204, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
33.0,749,19.759563
0.0,1,19.773782
69.0,300,29.221287
14.0,195,33.957551
63.0,225,41.132924
62.0,237,48.547652
0.0,1,48.565537
0.0,1,48.587625
11.0,227,56.059458
42.0,245,63.601436
33.0,217,69.488505
66.0,230,77.079144
0.0,1,77.093781
6.0,225,84.760321
70.0,230,92.478325
5.0,219,98.493805
17.0,207,105.622983
11.0,217,113.081541
65.0,219,119.40882
4.0,161,128.119923
23.0,172,134.780641
57.0,242,142.98751
-3.0,171,148.006319
39.0,241,156.196756
55.0,226,164.041392
46.0,217,170.073269
59.0,222,177.57498
45.0,219,185.060006
2.0,201,192.162914
7.0,4,192.24461
1.0,37,193.023227
35.0,212,198.645789
9.0,219,206.006328
67.0,220,213.250308
0.0,764,236.554955
79.0,586,252.682978
47.0,723,273.602079
-2.0,229,280.441323
61.0,222,287.130469
47.0,210,292.360286
73.0,207,298.865109
73.0,216,305.39689
25.0,948,332.353387
12.0,65,333.606773
36.0,177,340.043507
63.0,565,356.408191
66.0,242,364.896746
71.0,241,371.876739
71.0,222,378.627297
1.0,1,378.63927
63.0,197,383.850513
0.0,1,383.865573
66.0,244,391.372393
75.0,230,398.598607
50.0,240,405.810542
60.0,241,412.903484
4.0,14,413.156229
