#{"t_start": 1620543572.817544, "env_id": "binary_ctrl-narrow-v0"}
r,l,t
43.0,720,20.126837
3.0,220,26.518171
57.0,223,33.355771
0.0,1,33.363071
0.0,1,33.376931
53.0,313,42.038403
45.0,241,49.557293
12.0,214,56.782797
73.0,235,62.669215
26.0,215,69.967879
51.0,241,77.760008
34.0,218,85.28135
62.0,225,91.454498
7.0,175,97.950183
44.0,231,105.615035
8.0,98,107.617501
61.0,206,114.956874
9.0,164,120.069369
-5.0,195,129.600262
0.0,1,129.619818
0.0,1,129.641193
0.0,1,129.673086
48.0,230,138.973977
83.0,238,145.511361
0.0,1,145.525895
55.0,241,153.659605
-4.0,180,160.389705
51.0,225,168.281048
0.0,1,168.292405
-1.0,308,177.604779
61.0,238,185.488173
0.0,1,185.496104
4.0,247,193.586499
30.0,233,201.114091
14.0,213,206.884942
8.0,1130,241.423476
46.0,742,262.958869
-1.0,1051,292.66734
25.0,902,318.209888
0.0,1,318.224481
65.0,220,325.006065
0.0,1,325.016909
55.0,233,332.38703
0.0,1,332.40129
57.0,704,353.060593
